"","r_id","collection"
"3261",304448,"Veggie Friendly"
"3262",301085,"Cocktail Bars"
"3263",3620,"Upper Crust"
"3264",71002,"Corporate Dining"
"3265",66334,"Veggie Friendly"
"3266",69678,"Home Bakers"
"3267",309134,"Kebab Places"
"3268",1849,"Business Dining"
"3269",5046,"Late Night Eats"
"3270",5626,"Pocket Friendly"
"3271",60,"Kebab Places"
"3272",305646,"Frozen Delights"
"3273",67449,"Veggie Friendly"
"3274",90268,"Pocket Friendly"
"3275",90946,"What's Your Poison?"
"3276",90965,"What's Your Poison?"
"3277",69992,"Barbecue & Grill"
"3278",66336,"Corporate Dining"
"3279",306198,"Outdoor Seating"
"3280",2423,"Rooftops"
"3281",303642,"Old Delhi Treats"
"3282",308018,"Himalayan Cuisine"
"3283",307822,"Upper Crust"
"3284",70427,"Pocket Friendly"
"3285",9930,"What's Your Poison?"
"3286",301574,"Sweet Tooth"
"3287",67298,"Pocket Friendly"
"3288",1533,"Himalayan Cuisine"
"3289",309913,"Butter Chicken"
"3290",4810,"Great Breakfasts"
"3291",307893,"Brilliant Biryanis"
"3292",92687,"Hidden Gems"
"3293",70174,"Barbecue & Grill"
"3294",306028,"Brilliant Biryanis"
"3295",2690,"Late Night Eats"
"3296",306581,"Kickass Burgers"
"3297",310399,"Upper Crust"
"3298",122,"Butter Chicken"
"3299",93680,"Street Food"
"3300",36317,"Wine Bars"
"3301",49520,"Beer in a Bar"
"3302",49105,"Late Night Eats"
"3303",48460,"Pan-Asian Delicacies"
"3304",48063,"Healthy Eating"
"3305",38191,"Rooftops"
"3306",38688,"Great Cheesecakes"
"3307",44130,"Hot Night Clubs"
"3308",49768,"Value For Money"
"3309",37769,"Great Breakfasts"
"3310",36430,"Live Music"
"3311",39828,"Terrific Thalis"
"3312",37465,"Terrific Thalis"
"3313",45187,"Juices & Shakes"
"3314",48285,"Kebab Places"
"3315",43437,"Mexican Magic"
"3316",37445,"Pocket Friendly"
"3317",49337,"Lunchbox"
"3318",49373,"Meaty Feast"
"3319",41713,"Jain Food"
"3320",38762,"Taste of Bengal"
"3321",37599,"Meaty Feast"
"3322",41013,"On the Outskirts"
"3323",49116,"European & Mediterranean"
"3324",38945,"Celeb Spotting"
"3325",43898,"Irani Cafes"
"3326",34212,"Sweetshops"
"3327",39164,"Sports Bars"
"3328",32353,"Irani Cafes"
"3329",38976,"Terrific Thalis"
"3330",38768,"Delicious Dosas"
"3331",49886,"All-day Dining"
"3332",37242,"Student Faves"
"3333",38534,"On the Outskirts"
"3334",48332,"Great Cheesecakes"
"3335",48454,"Best Shawarmas"
"3336",48387,"Veggie Friendly"
"3337",38479,"Sea View"
"3338",36475,"Pan-Asian Delicacies"
"3339",37942,"Super Sushi"
"3340",17851901,"Sumptuous Sizzlers"
"3341",49667,"Healthy Eating"
"3342",48843,"Lunchbox"
"3343",36297,"Terrific Thalis"
"3344",35709,"Lunchbox"
"3345",38375,"Juices & Shakes"
"3346",38923,"Celeb Spotting"
"3347",44722,"Delicious Dosas"
"3348",37825,"Great Cheesecakes"
"3349",39632,"Great Cheesecakes"
"3350",38829,"Kebab Places"
"3351",39153,"Super Sushi"
"3352",49493,"Mexican Magic"
"3353",38345,"Pan-Asian Delicacies"
"3354",38469,"All-day Dining"
"3355",47801,"Lunchbox"
"3356",39163,"Jain Food"
"3357",38384,"Lunchbox"
"3358",47190,"Hot Night Clubs"
"3359",37754,"Sweetshops"
"3360",37382,"Terrific Thalis"
"3361",36956,"Hot Night Clubs"
"3362",47175,"Home Bakers"
"3363",36931,"Mexican Magic"
"3364",49242,"Lunchbox"
"3365",17805724,"Lunchbox"
"3366",17871398,"Lunchbox"
"3367",17843863,"Lunchbox"
"3368",17881732,"Value For Money"
"3369",37756,"Sweetshops"
"3370",38842,"Super Seafood"
"3371",16541522,"Lunchbox"
"3372",42147,"Jain Food"
"3373",34033,"Delicious Dosas"
"3374",42850,"Home Bakers"
"3375",47418,"Mexican Magic"
"3376",43664,"Super Seafood"
"3377",39285,"Juices & Shakes"
"3378",42390,"Kebab Places"
"3379",47069,"Meaty Feast"
"3380",38470,"Super Seafood"
"3381",37755,"Sweetshops"
"3382",47836,"Gourmet Pizza"
"3383",35732,"Value For Money"
"3384",42577,"Kebab Places"
"3385",38416,"Kebab Places"
"3386",44656,"Rooftops"
"3387",47788,"Celeb Spotting"
"3388",46942,"Meaty Feast"
"3389",43434,"On the Outskirts"
"3390",34823,"Taste of Bengal"
"3391",46530,"Meaty Feast"
"3392",48808,"Healthy Eating"
"3393",40997,"All-day Dining"
"3394",38477,"Sea View"
"3395",37885,"Juices & Shakes"
"3396",34508,"Taste of Bengal"
"3397",41328,"Kebab Places"
"3398",36348,"Sweetshops"
"3399",38064,"Taste of Bengal"
"3400",43987,"Healthy Eating"
"3401",36018,"Sumptuous Sizzlers"
"3402",36429,"All-day Dining"
"3403",16540437,"All-day Dining"
"3404",40222,"Kebab Places"
"3405",48069,"Healthy Eating"
"3406",43869,"European & Mediterranean"
"3407",36950,"Beer in a Bar"
"3408",49761,"On the Outskirts"
"3409",16508759,"Romantic"
"3410",48520,"Value For Money"
"3411",36215,"Juices & Shakes"
"3412",48388,"Sumptuous Sizzlers"
"3413",43880,"Great Cheesecakes"
"3414",32880,"Delicious Dosas"
"3415",70920,"Pocket Friendly"
"3416",66422,"Corporate Dining"
"3417",65737,"Kebab Places"
"3418",67135,"Super Seafood"
"3419",306263,"Late Night Eats"
"3420",305598,"Old Delhi Treats"
"3421",481,"Butter Chicken"
"3422",47186,"Pan-Asian Delicacies"
"3423",37611,"Terrific Thalis"
"3424",47483,"Meaty Feast"
"3425",49297,"Super Sushi"
"3426",41501,"Super Seafood"
"3427",37598,"European & Mediterranean"
"3428",40451,"Super Seafood"
"3429",37244,"Celeb Spotting"
"3430",71273,"Juices & Shakes"
"3431",71274,"Juices & Shakes"
"3432",1914,"Street Food"
"3433",7060,"Pocket Friendly"
"3434",304931,"Cocktail Bars"
"3435",92641,"Legendary Restaurants"
"3436",38061,"Great Coffee"
"3437",36933,"Great Breakfasts"
"3438",49154,"All-day Dining"
"3439",37969,"Wine Bars"
"3440",37934,"Sumptuous Sizzlers"
"3441",36927,"Super Sushi"
"3442",48101,"Lunchbox"
"3443",37745,"All-day Dining"
"3444",39329,"Beer in a Bar"
"3445",68628,"Pocket Friendly"
"3446",70667,"Corporate Dining"
"3447",70727,"Themed Restaurants"
"3448",7001,"Romantic"
"3449",308160,"Outdoor Seating"
"3450",307074,"What's Your Poison?"
"3451",91026,"Regional Favorites"
"3452",93137,"Great Coffee"
"3453",96319,"Best Shawarmas"
"3454",37679,"Veggie Friendly"
"3455",32225,"Legendary Restaurants"
"3456",47835,"Kebab Places"
"3457",49499,"Kickass Burgers"
"3458",36874,"Hidden Gems"
"3459",36161,"Great Cheesecakes"
"3460",34160,"Juices & Shakes"
"3461",36449,"Kebab Places"
"3462",38476,"All-day Dining"
"3463",43058,"Super Sushi"
"3464",37832,"Pan-Asian Delicacies"
"3465",66092,"Rooftops"
"3466",68669,"Veggie Friendly"
"3467",67370,"Great Breakfasts"
"3468",68597,"Pocket Friendly"
"3469",305,"Veggie Friendly"
"3470",7545,"Old Delhi Treats"
"3471",1799,"Romantic"
"3472",2763,"Meat Cravings"
"3473",305269,"European & Mediterranean"
"3474",496,"Pocket Friendly"
"3475",90860,"Frozen Delights"
"3476",49608,"Lunchbox"
"3477",36847,"Best Shawarmas"
"3478",48023,"Brilliant Biryanis"
"3479",47865,"European & Mediterranean"
"3480",38902,"Irani Cafes"
"3481",32835,"Brilliant Biryanis"
"3482",41308,"Great Coffee"
"3483",37680,"Great Breakfasts"
"3484",37424,"Hidden Gems"
"3485",37642,"Mexican Magic"
"3486",69949,"Brilliant Biryanis"
"3487",71153,"Terrific Thalis"
"3488",65966,"Great Breakfasts"
"3489",308002,"Rooftops"
"3490",309882,"Veggie Friendly"
"3491",1243,"What's Your Poison?"
"3492",5738,"Frozen Delights"
"3493",3344,"Kickass Burgers"
"3494",1286,"Veggie Friendly"
"3495",94705,"Street Food"
"3496",35160,"All-day Dining"
"3497",36491,"Rooftops"
"3498",35542,"Gourmet Pizza"
"3499",45254,"Veggie Friendly"
"3500",48553,"Value For Money"
"3501",41584,"Great Breakfasts"
"3502",43989,"All-day Dining"
"3503",46324,"Live Music"
"3504",48973,"All-day Dining"
"3505",34897,"Value For Money"
"3506",43839,"Student Faves"
"3507",49494,"Jain Food"
"3508",47796,"All-day Dining"
"3509",66077,"Rooftops"
"3510",70172,"All-day Dining"
"3511",66329,"Regional Favorites"
"3512",69113,"Super Seafood"
"3513",65695,"Sea View"
"3514",66398,"Great Breakfasts"
"3515",65991,"Great Breakfasts"
"3516",68606,"Jain Food"
"3517",307309,"Cocktail Bars"
"3518",300716,"Cocktail Bars"
"3519",4571,"Rooftops"
"3520",8241,"Microbreweries"
"3521",5591,"Romantic"
"3522",910,"Great Coffee"
"3523",6144,"Student Faves"
"3524",303092,"Meat Cravings"
"3525",94930,"Great Coffee"
"3526",95790,"Shisha Hangouts"
"3527",92652,"Street Food"
"3528",91696,"Beer in a Bar"
"3529",32693,"Terrific Thalis"
"3530",49489,"Veggie Friendly"
"3531",44766,"Pan-Asian Delicacies"
"3532",42537,"Gourmet Pizza"
"3533",39630,"All-day Dining"
"3534",32795,"Brilliant Biryanis"
"3535",37964,"European & Mediterranean"
"3536",36304,"All-day Dining"
"3537",43975,"Gourmet Pizza"
"3538",37675,"Sumptuous Sizzlers"
"3539",47861,"Great Breakfasts"
"3540",38415,"Live Music"
"3541",38405,"Delicious Dosas"
"3542",50709,"Brilliant Biryanis"
"3543",57730,"Business Dining"
"3544",50959,"Flavours of Punjab"
"3545",52713,"Cocktail Bars"
"3546",53263,"Great Breakfasts"
"3547",53966,"Mexican Magic"
"3548",51832,"Happy Hours"
"3549",57325,"Student Faves"
"3550",50613,"Happy Hours"
"3551",58802,"Happy Hours"
"3552",50160,"Student Faves"
"3553",54159,"Shawarmas & Falafel"
"3554",52282,"Great Breakfasts"
"3555",59358,"Brilliant Biryanis"
"3556",50612,"Romantic"
"3557",51913,"Kebab Places"
"3558",52623,"Cocktail Bars"
"3559",50763,"Legendary Restaurants"
"3560",57103,"Super Seafood"
"3561",54148,"Late Night Eats"
"3562",50490,"Student Faves"
"3563",50708,"Brilliant Biryanis"
"3564",60092,"Just Delivery"
"3565",51655,"Cocktail Bars"
"3566",57446,"Pocket Friendly Bars"
"3567",57098,"Happy Hours"
"3568",53891,"Mexican Magic"
"3569",53921,"Beer in a Bar"
"3570",50565,"Super Seafood"
"3571",58076,"Kebab Places"
"3572",50844,"Brilliant Biryanis"
"3573",56353,"Late Night Eats"
"3574",59239,"Gourmet Pizza"
"3575",58380,"Great Breakfasts"
"3576",54615,"Pocket Friendly"
"3577",59638,"Gourmet Pizza"
"3578",60064,"Pocket Friendly"
"3579",50220,"Poolside Dining"
"3580",51589,"Hot Chocolate Spots"
"3581",57039,"Brilliant Biryanis"
"3582",52053,"Business Dining"
"3583",50458,"Beer in a Bar"
"3584",52136,"Rooftops"
"3585",51671,"Veggie Friendly"
"3586",52590,"Sweet Tooth"
"3587",53212,"Just Delivery"
"3588",53620,"Flavours of Punjab"
"3589",55361,"European & Mediterranean"
"3590",50046,"Super Seafood"
"3591",53829,"Legendary Breakfasts"
"3592",58982,"Meat Cravings"
"3593",50318,"Business Dining"
"3594",50710,"Brilliant Biryanis"
"3595",59163,"Great Coffee"
"3596",52948,"Business Dining"
"3597",55908,"Romantic"
"3598",51544,"Late Night Eats"
"3599",57884,"Sweet Tooth"
"3600",52058,"Rooftops"
"3601",60729,"Student Faves"
"3602",51789,"Wine Bars"
"3603",60299,"Great Breakfasts"
"3604",55963,"Frozen Delights"
"3605",56748,"Taste of Kerala"
"3606",58537,"Student Faves"
"3607",57828,"Just Delivery"
"3608",52219,"Pan-Asian Delicacies"
"3609",57032,"Legendary Restaurants"
"3610",56019,"Poolside Dining"
"3611",51018,"Late Night Eats"
"3612",51865,"Kebab Places"
"3613",58390,"Pocket Friendly"
"3614",52393,"Cakes & Bakes"
"3615",58660,"Cocktail Bars"
"3616",57104,"Pocket Friendly"
"3617",56042,"Kebab Places"
"3618",51658,"Poolside Dining"
"3619",50452,"European & Mediterranean"
"3620",57031,"Legendary Restaurants"
"3621",52941,"Frozen Delights"
"3622",54209,"Poolside Dining"
"3623",50615,"Luxury Nightlife"
"3624",50820,"Business Dining"
"3625",60455,"Shawarmas & Falafel"
"3626",52313,"Rooftops"
"3627",57827,"Pocket Friendly"
"3628",53913,"Taste of Kerala"
"3629",50405,"Luxury Nightlife"
"3630",51511,"Taste of Kerala"
"3631",54166,"Just Delivery"
"3632",50604,"Late Night Eats"
"3633",50705,"Business Dining"
"3634",52624,"Super Seafood"
"3635",52057,"Wine Bars"
"3636",51572,"Live Music"
"3637",54634,"Happy Hours"
"3638",58047,"Pocket Friendly"
"3639",54149,"Great Breakfasts"
"3640",55965,"Pocket Friendly"
"3641",52373,"Business Dining"
"3642",50158,"Luxury Nightlife"
"3643",51441,"Taste of Kerala"
"3644",59119,"Taste of Kerala"
"3645",50451,"European & Mediterranean"
"3646",52056,"Student Faves"
"3647",51657,"Poolside Dining"
"3648",55879,"Late Night Eats"
"3649",53717,"Cakes & Bakes"
"3650",59999,"Brilliant Biryanis"
"3651",52096,"Student Faves"
"3652",57661,"Happy Hours"
"3653",50047,"Super Seafood"
"3654",50857,"Romantic"
"3655",52488,"Taste of Kerala"
"3656",52218,"Late Night Eats"
"3657",55386,"Cocktail Bars"
"3658",50744,"Pan-Asian Delicacies"
"3659",56870,"Meat Cravings"
"3660",53348,"Wine Bars"
"3661",51899,"Taste of Kerala"
"3662",57041,"Legendary Restaurants"
"3663",53588,"Great Coffee"
"3664",50509,"Mexican Magic"
"3665",59659,"European & Mediterranean"
"3666",58141,"Student Faves"
"3667",53709,"Sweet Tooth"
"3668",52957,"Meat Cravings"
"3669",55932,"Meat Cravings"
"3670",54295,"Rooftops"
"3671",52453,"Brilliant Biryanis"
"3672",57781,"European & Mediterranean"
"3673",51564,"Poolside Dining"
"3674",53230,"Brilliant Biryanis"
"3675",54094,"Rooftops"
"3676",70941,"All-day Dining"
"3677",66166,"Juices & Shakes"
"3678",65789,"Great Breakfasts"
"3679",67605,"Terrific Thalis"
"3680",69240,"Themed Restaurants"
"3681",69150,"All-day Dining"
"3682",67453,"Great Breakfasts"
"3683",68553,"Veggie Friendly"
"3684",70052,"Themed Restaurants"
"3685",66420,"All-day Dining"
"3686",71612,"Themed Restaurants"
"3687",310174,"Veggie Friendly"
"3688",4283,"Outdoor Seating"
"3689",3429,"Rooftops"
"3690",472,"Veggie Friendly"
"3691",8893,"Cocktail Bars"
"3692",300656,"Great Breakfasts"
"3693",4412,"Himalayan Cuisine"
"3694",1531,"Pan-Asian Delicacies"
"3695",92458,"Veggie Friendly"
"3696",91747,"Great Italian"
"3697",90672,"Meat Cravings"
"3698",90057,"Veggie Friendly"
"3699",90150,"Brilliant Biryanis"
"3700",21391,"South Indian Delights"
"3701",23953,"Themed Restaurants"
"3702",24816,"South Indian Delights"
"3703",21599,"European & Mediterranean"
"3704",20850,"Pizza Time"
"3705",21864,"Super Seafood"
"3706",24808,"Great Chinese"
"3707",21689,"Student Faves"
"3708",21382,"Hookah Bars"
"3709",21125,"Hidden Gems"
"3710",21257,"Roll With It"
"3711",21796,"Live Sports Screenings"
"3712",24487,"Great Chinese"
"3713",20035,"Roll With It"
"3714",22095,"Pizza Time"
"3715",21954,"Live Sports Screenings"
"3716",20665,"Roll With It"
"3717",21146,"Dhabe di Shaan"
"3718",24632,"Hanging Out"
"3719",21508,"Hookah Bars"
"3720",24376,"Hanging Out"
"3721",23179,"Great Chinese"
"3722",24667,"Hanging Out"
"3723",22661,"Outdoor Seating"
"3724",23902,"Sweet Tooth"
"3725",21715,"Great Chinese"
"3726",24860,"Live Sports Screenings"
"3727",22067,"Roll With It"
"3728",20279,"South Indian Delights"
"3729",25429,"Great Chinese"
"3730",21529,"Hot Night Clubs"
"3731",24654,"Beer in a Bar"
"3732",24325,"Beer in a Bar"
"3733",20083,"Great Momos"
"3734",21530,"Great Buffets"
"3735",20079,"Taste of Bengal"
"3736",25434,"South Indian Delights"
"3737",24382,"Great Chinese"
"3738",21521,"Great Breakfasts"
"3739",20969,"Frozen Delights"
"3740",20848,"Great Chinese"
"3741",21497,"Lebanese Delights"
"3742",23865,"Great Chinese"
"3743",24545,"Frozen Delights"
"3744",22991,"Home Bakers"
"3745",21627,"European & Mediterranean"
"3746",25607,"Great Chinese"
"3747",21862,"Great Chinese"
"3748",24384,"Great Chinese"
"3749",21516,"Great Chinese"
"3750",21626,"Great Buffets"
"3751",24761,"Live Sports Screenings"
"3752",20941,"Pizza Time"
"3753",24546,"Frozen Delights"
"3754",21369,"Live Sports Screenings"
"3755",21432,"Live Sports Screenings"
"3756",21389,"Student Faves"
"3757",21861,"Great Chinese"
"3758",24892,"Frozen Delights"
"3759",22107,"Summer Coolers"
"3760",21507,"Great Breakfasts"
"3761",22351,"Roll With It"
"3762",23471,"Veggie Friendly"
"3763",21561,"Great Chinese"
"3764",24624,"Meat Cravings"
"3765",25617,"South Indian Delights"
"3766",21559,"Great Breakfasts"
"3767",21590,"Great Breakfasts"
"3768",21018,"Hot Night Clubs"
"3769",24008,"Pizza Time"
"3770",21215,"Great Buffets"
"3771",24504,"Pizza Time"
"3772",25217,"Live Sports Screenings"
"3773",23396,"Hot Night Clubs"
"3774",21211,"Sweet Tooth"
"3775",21573,"Student Faves"
"3776",20942,"Great Buffets"
"3777",21798,"Great Chinese"
"3778",23511,"Hanging Out"
"3779",20193,"Pizza Time"
"3780",24473,"European & Mediterranean"
"3781",24500,"Hookah Bars"
"3782",22846,"Great Chinese"
"3783",21470,"Student Faves"
"3784",36478,"Sea View"
"3785",48116,"Value For Money"
"3786",36425,"European & Mediterranean"
"3787",38063,"Super Seafood"
"3788",39262,"Legendary Restaurants"
"3789",36318,"Wine Bars"
"3790",39501,"Sea View"
"3791",16508780,"European & Mediterranean"
"3792",45599,"Great Coffee"
"3793",37459,"Value For Money"
"3794",48117,"Pan-Asian Delicacies"
"3795",46404,"European & Mediterranean"
"3796",42542,"Lunchbox"
"3797",38775,"European & Mediterranean"
"3798",47197,"Beer in a Bar"
"3799",60018,"Veggie Friendly"
"3800",51881,"Meat Cravings"
"3801",53059,"Sweet Tooth"
"3802",54407,"Hot Chocolate Spots"
"3803",53109,"Rooftops"
"3804",50636,"Legendary Breakfasts"
"3805",55045,"Shawarmas & Falafel"
"3806",56803,"European & Mediterranean"
"3807",50742,"Wine Bars"
"3808",55419,"Pan-Asian Delicacies"
"3809",50221,"Wine Bars"
"3810",51822,"Great Breakfasts"
"3811",50961,"Flavours of Punjab"
"3812",52848,"Great Buffets"
"3813",68679,"All-day Dining"
"3814",70332,"Jain Food"
"3815",67551,"Jain Food"
"3816",3506,"Pocket Friendly"
"3817",89,"Veggie Friendly"
"3818",8978,"Great Coffee"
"3819",2298,"Pocket Friendly"
"3820",2760,"Rooftops"
"3821",844,"Kebab Places"
"3822",301131,"What's Your Poison?"
"3823",306956,"Upper Crust"
"3824",6677,"Veggie Friendly"
"3825",301442,"What's Your Poison?"
"3826",21641,"Summer Coolers"
"3827",21588,"Hot Night Clubs"
"3828",22116,"Beer in a Bar"
"3829",25182,"Hanging Out"
"3830",20754,"Great Breakfasts"
"3831",22429,"Great Chinese"
"3832",20959,"Live Sports Screenings"
"3833",25094,"Great Chinese"
"3834",21781,"Beer in a Bar"
"3835",20841,"Late Night Eats"
"3836",91607,"Pocket Friendly"
"3837",92961,"Brilliant Biryanis"
"3838",39170,"Beer in a Bar"
"3839",38299,"Terrific Thalis"
"3840",37612,"Terrific Thalis"
"3841",47113,"Great Breakfasts"
"3842",38418,"Pan-Asian Delicacies"
"3843",36294,"Live Music"
"3844",34423,"Meaty Feast"
"3845",49215,"All-day Dining"
"3846",36411,"Wine Bars"
"3847",43212,"Perfect Pav Bhaji"
"3848",45612,"Student Faves"
"3849",43273,"Great Coffee"
"3850",52002,"Legendary Breakfasts"
"3851",53590,"Mexican Magic"
"3852",51289,"Kebab Places"
"3853",50583,"Flavours of Punjab"
"3854",52166,"Great Breakfasts"
"3855",53497,"Gourmet Pizza"
"3856",58420,"Live Music"
"3857",50890,"Wine Bars"
"3858",51029,"Gourmet Pizza"
"3859",60137,"Great Buffets"
"3860",58848,"Cocktail Bars"
"3861",55788,"Wine Bars"
"3862",54595,"Street Food"
"3863",55260,"Super Seafood"
"3864",51571,"Pocket Friendly"
"3865",52098,"Legendary Breakfasts"
"3866",55852,"Student Faves"
"3867",50661,"Hot Chocolate Spots"
"3868",71272,"Juices & Shakes"
"3869",68897,"What's Your Poison?"
"3870",67280,"Pan-Asian Delicacies"
"3871",67461,"Kebab Places"
"3872",70624,"Jain Food"
"3873",311104,"Outdoor Seating"
"3874",309586,"Rooftops"
"3875",2742,"Business Dining"
"3876",302281,"Sweet Tooth"
"3877",3258,"Romantic"
"3878",3697,"Business Dining"
"3879",307065,"Meat Cravings"
"3880",309381,"European & Mediterranean"
"3881",24344,"Hanging Out"
"3882",21495,"Great Chinese"
"3883",23730,"Live Sports Screenings"
"3884",20747,"Brilliant Biryanis"
"3885",22418,"Themed Restaurants"
"3886",23817,"Sweet Tooth"
"3887",25664,"Cocktail Bars"
"3888",20273,"Dhabe di Shaan"
"3889",20235,"Great Chinese"
"3890",20044,"Great Breakfasts"
"3891",23879,"Great Chinese"
"3892",21347,"Great Chinese"
"3893",91893,"What's Your Poison?"
"3894",92587,"Pan-Asian Delicacies"
"3895",91765,"Great Italian"
"3896",95521,"Great Coffee"
"3897",90804,"Veggie Friendly"
"3898",92754,"Street Food"
"3899",47967,"Rooftops"
"3900",34182,"Gourmet Pizza"
"3901",46518,"European & Mediterranean"
"3902",47978,"All-day Dining"
"3903",48016,"Celeb Spotting"
"3904",34269,"Brilliant Biryanis"
"3905",36278,"Sumptuous Sizzlers"
"3906",36142,"Great Breakfasts"
"3907",38911,"Kebab Places"
"3908",10013,"Student Faves"
"3909",10236,"Sumptuous Sizzlers"
"3910",11231,"Student Faves"
"3911",12205,"Beer in a Bar"
"3912",11817,"On the Outskirts"
"3913",13280,"Street Food"
"3914",6506588,"Brilliant Biryanis"
"3915",10140,"Brilliant Biryanis"
"3916",10216,"Student Faves"
"3917",10194,"Veggie Friendly"
"3918",11269,"Veggie Friendly"
"3919",6503522,"Terrific Thalis"
"3920",11801,"European & Mediterranean"
"3921",11135,"Pan-Asian Delicacies"
"3922",6504188,"Regional Favorites"
"3923",11080,"Meat Cravings"
"3924",11164,"Veggie Friendly"
"3925",6503689,"Meat Cravings"
"3926",10136,"Meat Cravings"
"3927",10721,"Veggie Friendly"
"3928",10719,"Rooftops"
"3929",11159,"Brilliant Biryanis"
"3930",12120,"Veggie Friendly"
"3931",10232,"European & Mediterranean"
"3932",6503918,"Student Faves"
"3933",10070,"European & Mediterranean"
"3934",10744,"Late Night Eats"
"3935",12144,"Street Food"
"3936",13278,"Student Faves"
"3937",6505134,"Romantic"
"3938",11209,"Late Night Eats"
"3939",13915,"Upper Crust"
"3940",10039,"Terrific Thalis"
"3941",6504858,"Great Coffee"
"3942",6504254,"European & Mediterranean"
"3943",13251,"Rooftops"
"3944",12033,"Terrific Thalis"
"3945",6504459,"Great Coffee"
"3946",6503245,"Rooftops"
"3947",13957,"Rooftops"
"3948",10263,"Upper Crust"
"3949",10747,"Sweet Tooth"
"3950",6505258,"Terrific Thalis"
"3951",12157,"Terrific Thalis"
"3952",13770,"Terrific Thalis"
"3953",12172,"Terrific Thalis"
"3954",10603,"Outdoor Seating"
"3955",10745,"European & Mediterranean"
"3956",6504423,"Great Coffee"
"3957",11084,"Veggie Friendly"
"3958",11170,"Terrific Thalis"
"3959",11280,"Veggie Friendly"
"3960",6504652,"Terrific Thalis"
"3961",13956,"Upper Crust"
"3962",11349,"Sweet Tooth"
"3963",6503273,"Great Coffee"
"3964",11168,"Great Coffee"
"3965",11166,"Great Coffee"
"3966",10007,"Brilliant Biryanis"
"3967",6503036,"Rooftops"
"3968",13004,"Student Faves"
"3969",6505272,"Veggie Friendly"
"3970",12509,"What's Your Poison?"
"3971",53144,"Great Buffets"
"3972",58271,"Flavours of Punjab"
"3973",55907,"Late Night Eats"
"3974",50693,"Meat Cravings"
"3975",50448,"Veggie Friendly"
"3976",58842,"Flavours of Punjab"
"3977",56832,"Pan-Asian Delicacies"
"3978",56023,"Student Faves"
"3979",51008,"Meat Cravings"
"3980",50620,"Great Buffets"
"3981",50314,"Frozen Delights"
"3982",50943,"Flavours of Punjab"
"3983",70065,"Long Drives"
"3984",66565,"All-day Dining"
"3985",66834,"Brilliant Biryanis"
"3986",65413,"Barbecue & Grill"
"3987",65602,"Barbecue & Grill"
"3988",67614,"Sweet Tooth"
"3989",65123,"Veggie Friendly"
"3990",70360,"Pocket Friendly"
"3991",71572,"Themed Restaurants"
"3992",69035,"Corporate Dining"
"3993",1777,"Butter Chicken"
"3994",2788,"What's Your Poison?"
"3995",4249,"Sweet Tooth"
"3996",5030,"What's Your Poison?"
"3997",5873,"Great Breakfasts"
"3998",7843,"Veggie Friendly"
"3999",5055,"Great Breakfasts"
"4000",24313,"Dhabe di Shaan"
"4001",23767,"Dhabe di Shaan"
"4002",20712,"Meat Cravings"
"4003",20974,"Taste of Bengal"
"4004",24760,"Themed Restaurants"
"4005",23636,"European & Mediterranean"
"4006",21411,"Brilliant Biryanis"
"4007",20862,"Live Sports Screenings"
"4008",20720,"Veggie Friendly"
"4009",21426,"Themed Restaurants"
"4010",22173,"Summer Coolers"
"4011",24193,"Super Seafood"
"4012",20072,"Taste of Bengal"
"4013",20833,"Great Chinese"
"4014",23295,"Great Chinese"
"4015",94224,"What's Your Poison?"
"4016",92471,"Veggie Friendly"
"4017",93094,"What's Your Poison?"
"4018",97518,"Newly Opened"
"4019",96109,"What's Your Poison?"
"4020",92562,"Sunday Brunches"
"4021",48540,"Value For Money"
"4022",44668,"Sports Bars"
"4023",42597,"Live Music"
"4024",40427,"Regional Favorites"
"4025",36296,"Irani Cafes"
"4026",41769,"Brilliant Biryanis"
"4027",37730,"Great Coffee"
"4028",37814,"Legendary Restaurants"
"4029",49074,"All-day Dining"
"4030",40714,"Kickass Burgers"
"4031",16508751,"All-day Dining"
"4032",44057,"Veggie Friendly"
"4033",40374,"Great Breakfasts"
"4034",39240,"Irani Cafes"
"4035",10627,"What's Your Poison?"
"4036",6503424,"Outdoor Seating"
"4037",6504891,"Brilliant Biryanis"
"4038",11213,"Veggie Friendly"
"4039",10069,"European & Mediterranean"
"4040",13011,"Student Faves"
"4041",10001,"Legendary Restaurants"
"4042",13218,"Pocket Friendly"
"4043",12009,"Sweet Tooth"
"4044",6503235,"Romantic"
"4045",13408,"Brilliant Biryanis"
"4046",6503070,"Meat Cravings"
"4047",10580,"Student Faves"
"4048",6504819,"Outdoor Seating"
"4049",58413,"Pocket Friendly Bars"
"4050",51063,"Wine Bars"
"4051",53396,"Wine Bars"
"4052",53877,"Great Coffee"
"4053",58998,"Mexican Magic"
"4054",50407,"Rooftops"
"4055",52253,"Veggie Friendly"
"4056",50975,"Rooftops"
"4057",50619,"Veggie Friendly"
"4058",55775,"Pocket Friendly Bars"
"4059",51065,"Legendary Breakfasts"
"4060",52859,"Microbreweries"
"4061",55919,"Rooftops"
"4062",58819,"Pocket Friendly Bars"
"4063",51552,"Cocktail Bars"
"4064",54046,"Rooftops"
"4065",56718,"Rooftops"
"4066",67436,"Veggie Friendly"
"4067",69134,"Themed Restaurants"
"4068",68471,"Jain Food"
"4069",68744,"What's Your Poison?"
