"","r_id","collection"
"1660",51963,"Street Food"
"1661",61283,"Newly Opened"
"1662",17946124,"Newly Opened"
"1663",50604,"Sunday Brunches"
"1664",55774,"Gourmet Pizza"
"1665",50705,"Sunday Brunches"
"1666",52624,"Regional Favorites"
"1667",60990,"Newly Opened"
"1668",61441,"Newly Opened"
"1669",56157,"Late Night Eats"
"1670",60162,"Newly Opened"
"1671",52057,"Sunday Brunches"
"1672",52615,"Veggie Friendly"
"1673",61097,"Newly Opened"
"1674",51603,"Shawarmas & Falafel"
"1675",56570,"Brilliant Biryanis"
"1676",51572,"Sunday Brunches"
"1677",51532,"Sunday Brunches"
"1678",59409,"Luxury Nightlife"
"1679",53198,"Frozen Delights"
"1680",54634,"Beer in a Bar"
"1681",50692,"Pan-Asian Delicacies"
"1682",57672,"Street Food"
"1683",55768,"Great Breakfasts"
"1684",58047,"Street Food"
"1685",52288,"Pan-Asian Delicacies"
"1686",56308,"Super Seafood"
"1687",50837,"Beer in a Bar"
"1688",51960,"Frozen Delights"
"1689",59139,"Beer in a Bar"
"1690",54149,"Legendary Restaurants"
"1691",53568,"Veggie Friendly"
"1692",51580,"Super Seafood"
"1693",54147,"Regional Favorites"
"1694",54153,"European & Mediterranean"
"1695",55965,"Street Food"
"1696",55555,"Sweet Tooth"
"1697",53159,"Frozen Delights"
"1698",59532,"Cocktail Bars"
"1699",53003,"Hot Chocolate Spots"
"1700",55570,"Flavours of Punjab"
"1701",50979,"Brilliant Biryanis"
"1702",52373,"Sunday Brunches"
"1703",52177,"Brilliant Biryanis"
"1704",54311,"Gourmet Pizza"
"1705",58769,"Sweet Tooth"
"1706",56583,"Brilliant Biryanis"
"1707",50158,"Romantic"
"1708",58463,"Pocket Friendly"
"1709",52329,"Meat Cravings"
"1710",59712,"Student Faves"
"1711",59713,"Shawarmas & Falafel"
"1712",50762,"Live Music"
"1713",60417,"Just Delivery"
"1714",54782,"Regional Favorites"
"1715",52972,"Legendary Restaurants"
"1716",57370,"Student Faves"
"1717",52360,"Veggie Friendly"
"1718",51441,"Super Seafood"
"1719",59119,"Super Seafood"
"1720",50500,"Luxury Nightlife"
"1721",50451,"Romantic"
"1722",52056,"Kickass Burgers"
"1723",53405,"Gourmet Pizza"
"1724",51366,"Veggie Friendly"
"1725",51657,"Sunday Brunches"
"1726",55879,"Sunday Brunches"
"1727",53717,"Hot Chocolate Spots"
"1728",52344,"Hot Chocolate Spots"
"1729",55366,"Rooftops"
"1730",51974,"Veggie Friendly"
"1731",53579,"Cakes & Bakes"
"1732",51859,"Legendary Breakfasts"
"1733",59999,"Regional Favorites"
"1734",52096,"Beer in a Bar"
"1735",54720,"Gourmet Pizza"
"1736",57661,"Cocktail Bars"
"1737",58847,"Meat Cravings"
"1738",50047,"Regional Favorites"
"1739",50131,"Pan-Asian Delicacies"
"1740",59524,"Gourmet Pizza"
"1741",55406,"Regional Favorites"
"1742",50857,"Sunday Brunches"
"1743",52488,"Super Seafood"
"1744",52218,"Sunday Brunches"
"1745",50037,"Brilliant Biryanis"
"1746",51481,"European & Mediterranean"
"1747",60449,"Student Faves"
"1748",59117,"Sweet Tooth"
"1749",56635,"Pan-Asian Delicacies"
"1750",51108,"Meat Cravings"
"1751",51541,"Great Buffets"
"1752",57519,"Veggie Friendly"
"1753",60552,"Great Breakfasts"
"1754",53397,"Super Seafood"
"1755",54134,"Pocket Friendly"
"1756",55386,"Rooftops"
"1757",50744,"Romantic"
"1758",53094,"Brilliant Biryanis"
"1759",51030,"Wine Bars"
"1760",51390,"Live Music"
"1761",56870,"Great Breakfasts"
"1762",59179,"Just Delivery"
"1763",53348,"Kickass Burgers"
"1764",51899,"Super Seafood"
"1765",52634,"Pocket Friendly Bars"
"1766",57041,"Beer in a Bar"
"1767",52605,"Veggie Friendly"
"1768",53599,"Veggie Friendly"
"1769",51567,"Flavours of Punjab"
"1770",53588,"Great Breakfasts"
"1771",53715,"Frozen Delights"
"1772",50509,"Meat Cravings"
"1773",59659,"Rooftops"
"1774",50420,"European & Mediterranean"
"1775",58141,"Pocket Friendly"
"1776",57054,"Microbreweries"
"1777",53709,"Wine Bars"
"1778",57424,"Mexican Magic"
"1779",53917,"Pan-Asian Delicacies"
"1780",52957,"Kickass Burgers"
"1781",52229,"Great Buffets"
"1782",55932,"Beer in a Bar"
"1783",38764,"Meat Cravings"
"1784",54295,"Sunday Brunches"
"1785",52265,"European & Mediterranean"
"1786",51967,"Pocket Friendly"
"1787",57959,"Wine Bars"
"1788",52453,"Regional Favorites"
"1789",58033,"Great Buffets"
"1790",55715,"Mexican Magic"
"1791",59116,"Cakes & Bakes"
"1792",56804,"Veggie Friendly"
"1793",53472,"Pan-Asian Delicacies"
"1794",51284,"Sweet Tooth"
"1795",54208,"Gourmet Pizza"
"1796",52447,"Meat Cravings"
"1797",51523,"Veggie Friendly"
"1798",50643,"Brilliant Biryanis"
"1799",57781,"Gourmet Pizza"
"1800",53915,"Student Faves"
"1801",50870,"Brilliant Biryanis"
"1802",51564,"Sunday Brunches"
"1803",51839,"Pan-Asian Delicacies"
"1804",53230,"Regional Favorites"
"1805",50634,"Great Buffets"
"1806",54094,"Romantic"
"1807",52004,"Wine Bars"
"1808",51461,"Kickass Burgers"
"1809",51078,"Meat Cravings"
"1810",70941,"Sweet Tooth"
"1811",66166,"Legendary Restaurants"
"1812",67192,"Jain Food"
"1813",65789,"Legendary Restaurants"
"1814",67605,"Late Night Eats"
"1815",69240,"Upper Crust"
"1816",69150,"Rooftops"
"1817",67453,"Legendary Restaurants"
"1818",65184,"Veggie Friendly"
"1819",67294,"Barbecue & Grill"
"1820",67926,"Brilliant Biryanis"
"1821",65837,"Sweet Tooth"
"1822",68553,"Jain Food"
"1823",70052,"All-day Dining"
"1824",65066,"Upper Crust"
"1825",71216,"Upper Crust"
"1826",66420,"Long Drives"
"1827",71612,"All-day Dining"
"1828",310174,"Street Food"
"1829",306066,"Pan-Asian Delicacies"
"1830",3719,"What's Your Poison?"
"1831",4283,"Romantic"
"1832",308016,"Rooftops"
"1833",308021,"What's Your Poison?"
"1834",3429,"Sunday Brunches"
"1835",472,"Street Food"
"1836",312772,"Student Faves"
"1837",8893,"What's Your Poison?"
"1838",300656,"Kickass Burgers"
"1839",4412,"Regional Favorites"
"1840",8911,"What's Your Poison?"
"1841",2129,"Sunday Brunches"
"1842",1531,"Sunday Brunches"
"1843",8244,"Sweet Tooth"
"1844",93010,"Meat Cravings"
"1845",97305,"Great Coffee"
"1846",90882,"Pan-Asian Delicacies"
"1847",91786,"What's Your Poison?"
"1848",92458,"Regional Favorites"
"1849",91747,"Sunday Brunches"
"1850",90672,"Regional Favorites"
"1851",90623,"Great Italian"
"1852",90057,"Pocket Friendly"
"1853",92000,"Best Bakeries"
"1854",93152,"What's Your Poison?"
"1855",90802,"Pan-Asian Delicacies"
"1856",90150,"Regional Favorites"
"1857",96736,"Shisha Hangouts"
"1858",21391,"Veggie Friendly"
"1859",23953,"Taste of Bengal"
"1860",24816,"Student Faves"
"1861",21599,"Meat Cravings"
"1862",20850,"European & Mediterranean"
"1863",21864,"Romantic"
"1864",24808,"Legendary Restaurants"
"1865",21689,"Sweet Tooth"
"1866",21382,"Romantic"
"1867",21125,"Legendary Restaurants"
"1868",21257,"Brilliant Biryanis"
"1869",20859,"South Indian Delights"
"1870",24523,"Themed Restaurants"
"1871",22769,"Lebanese Delights"
"1872",24874,"Hanging Out"
"1873",21796,"Hookah Bars"
"1874",24487,"Pan-Asian Delicacies"
"1875",20035,"Dhabe di Shaan"
"1876",22095,"Hidden Gems"
"1877",21881,"Themed Restaurants"
"1878",21548,"South Indian Delights"
"1879",22076,"Mishti Mukh"
"1880",24538,"Great Chinese"
"1881",23854,"Pan-Asian Delicacies"
"1882",21576,"Taste of Bengal"
"1883",23555,"Hookah Bars"
"1884",21954,"Hookah Bars"
"1885",22078,"Mishti Mukh"
"1886",24633,"Hanging Out"
"1887",21465,"Beer in a Bar"
"1888",24116,"Great Chinese"
"1889",21355,"Themed Restaurants"
"1890",21019,"Great Buffets"
"1891",25145,"Hanging Out"
"1892",20665,"Hidden Gems"
"1893",23216,"Hidden Gems"
"1894",21412,"Super Seafood"
"1895",21146,"Late Night Eats"
"1896",25518,"European & Mediterranean"
"1897",24632,"Hookah Bars"
"1898",24748,"Romantic"
"1899",21510,"Veggie Friendly"
"1900",21508,"Outdoor Seating"
"1901",24376,"Hookah Bars"
"1902",23179,"Legendary Restaurants"
"1903",24667,"Hookah Bars"
"1904",22406,"Hidden Gems"
"1905",21357,"Meat Cravings"
"1906",21708,"Frozen Delights"
"1907",22661,"Romantic"
"1908",23902,"Great Breakfasts"
"1909",21839,"Great Chinese"
"1910",23197,"Pizza Time"
"1911",20867,"Great Chinese"
"1912",20147,"Hidden Gems"
"1913",21461,"Meat Cravings"
"1914",21715,"Legendary Restaurants"
"1915",24860,"Hanging Out"
"1916",21519,"Great Chinese"
"1917",22785,"Mishti Mukh"
"1918",22067,"Student Faves"
"1919",20279,"Legendary Restaurants"
"1920",23236,"Hookah Bars"
"1921",25429,"Newly Opened"
"1922",21529,"Hookah Bars"
"1923",24654,"Hot Night Clubs"
"1924",24325,"Hot Night Clubs"
"1925",21499,"European & Mediterranean"
"1926",20083,"Student Faves"
"1927",21581,"Taste of Bengal"
"1928",21530,"Meat Cravings"
"1929",21691,"Brilliant Biryanis"
"1930",21868,"Taste of Bengal"
"1931",21760,"Hidden Gems"
"1932",21869,"Great Chinese"
"1933",20933,"Frozen Delights"
"1934",21381,"Summer Coolers"
"1935",20079,"Legendary Restaurants"
"1936",20789,"South Indian Delights"
"1937",22082,"Roll With It"
"1938",25434,"Great Breakfasts"
"1939",24660,"Hookah Bars"
"1940",23406,"Roll With It"
"1941",23268,"European & Mediterranean"
"1942",24382,"Pan-Asian Delicacies"
"1943",23357,"Taste of Bengal"
"1944",20957,"Frozen Delights"
"1945",21521,"Outdoor Seating"
"1946",20969,"Sweet Tooth"
"1947",22866,"Great Breakfasts"
"1948",21017,"Late Night Eats"
"1949",20520,"Super Seafood"
"1950",22010,"South Indian Delights"
"1951",20848,"Pan-Asian Delicacies"
"1952",24534,"Sweet Tooth"
"1953",20543,"Veggie Friendly"
"1954",24446,"Hot Night Clubs"
"1955",21497,"European & Mediterranean"
"1956",25377,"Home Bakers"
"1957",23800,"Lebanese Delights"
"1958",21532,"Great Chinese"
"1959",22904,"Mishti Mukh"
"1960",25610,"Newly Opened"
"1961",25679,"Newly Opened"
"1962",21611,"Meat Cravings"
"1963",24343,"Veggie Friendly"
"1964",21601,"Frozen Delights"
"1965",24350,"Great Momos"
"1966",22794,"Veggie Friendly"
"1967",22442,"Mishti Mukh"
"1968",25221,"Home Bakers"
"1969",23865,"Pan-Asian Delicacies"
"1970",22722,"Mishti Mukh"
"1971",23806,"Roll With It"
"1972",21633,"Super Seafood"
"1973",25650,"Newly Opened"
"1974",24545,"Outdoor Seating"
"1975",22592,"Mishti Mukh"
"1976",22460,"Student Faves"
"1977",22091,"Mishti Mukh"
"1978",23256,"Mishti Mukh"
"1979",22002,"Summer Coolers"
"1980",21500,"Hot Night Clubs"
"1981",21649,"Summer Coolers"
"1982",22991,"Sweet Tooth"
"1983",23170,"Lebanese Delights"
"1984",25620,"Newly Opened"
"1985",24737,"Hanging Out"
"1986",25637,"Newly Opened"
"1987",23456,"Mishti Mukh"
"1988",25704,"Newly Opened"
"1989",24462,"Great Chinese"
"1990",24371,"South Indian Delights"
"1991",23249,"Student Faves"
"1992",23184,"Summer Coolers"
"1993",23901,"Beer in a Bar"
"1994",21337,"Summer Coolers"
"1995",24300,"Home Bakers"
"1996",21627,"Meat Cravings"
"1997",24689,"South Indian Delights"
"1998",25596,"Newly Opened"
"1999",21487,"Outdoor Seating"
"2000",20943,"Beer in a Bar"
"2001",25683,"Newly Opened"
"2002",23919,"Home Bakers"
"2003",25082,"Home Bakers"
"2004",24898,"Home Bakers"
"2005",24990,"Home Bakers"
"2006",24591,"Mishti Mukh"
"2007",25688,"Newly Opened"
"2008",24426,"Home Bakers"
"2009",25565,"Newly Opened"
"2010",23448,"Home Bakers"
"2011",24905,"Home Bakers"
"2012",25634,"Newly Opened"
"2013",23643,"Home Bakers"
"2014",25514,"Great Chinese"
"2015",21614,"Sweet Tooth"
"2016",25607,"Newly Opened"
"2017",24856,"Home Bakers"
"2018",25674,"Newly Opened"
"2019",23820,"Summer Coolers"
"2020",21471,"Cocktail Bars"
"2021",24336,"Mishti Mukh"
"2022",24513,"Sweet Tooth"
"2023",22606,"Roll With It"
"2024",21850,"Student Faves"
"2025",24422,"Lebanese Delights"
"2026",22849,"South Indian Delights"
"2027",21867,"Student Faves"
"2028",22964,"Roll With It"
"2029",21702,"Frozen Delights"
"2030",22431,"Mishti Mukh"
"2031",23404,"Roll With It"
"2032",24443,"Home Bakers"
"2033",23392,"Mishti Mukh"
"2034",25550,"Newly Opened"
"2035",25710,"Newly Opened"
"2036",23254,"Home Bakers"
"2037",21618,"Taste of Bengal"
"2038",25148,"Home Bakers"
"2039",23804,"Frozen Delights"
"2040",23722,"Mishti Mukh"
"2041",21862,"Legendary Restaurants"
"2042",23399,"Student Faves"
"2043",23847,"South Indian Delights"
"2044",24197,"Late Night Eats"
"2045",21685,"Hookah Bars"
"2046",23940,"Great Momos"
"2047",24312,"Summer Coolers"
"2048",23223,"Hidden Gems"
"2049",22535,"Roll With It"
"2050",21474,"Sweet Tooth"
"2051",24590,"Great Chinese"
"2052",22612,"Hidden Gems"
"2053",21523,"Pan-Asian Delicacies"
"2054",25595,"Newly Opened"
"2055",21015,"Pan-Asian Delicacies"
"2056",22453,"Summer Coolers"
"2057",25623,"Newly Opened"
"2058",21064,"Hanging Out"
"2059",22458,"Student Faves"
"2060",24834,"Late Night Eats"
"2061",21371,"South Indian Delights"
"2062",22087,"South Indian Delights"
"2063",23442,"Great Buffets"
"2064",21455,"Veggie Friendly"
"2065",24489,"Great Momos"
"2066",24384,"Pan-Asian Delicacies"
"2067",22080,"Mishti Mukh"
"2068",23680,"Mishti Mukh"
"2069",22580,"Roll With It"
"2070",20784,"South Indian Delights"
"2071",21352,"Great Chinese"
"2072",22576,"South Indian Delights"
"2073",23559,"Taste of Bengal"
"2074",21516,"Pan-Asian Delicacies"
"2075",24429,"Veggie Friendly"
"2076",20940,"Romantic"
"2077",22656,"Brilliant Biryanis"
"2078",22206,"Hidden Gems"
"2079",21626,"Late Night Eats"
"2080",23382,"Hidden Gems"
"2081",23553,"Hookah Bars"
"2082",24761,"Hookah Bars"
"2083",20082,"European & Mediterranean"
"2084",20941,"Romantic"
"2085",24546,"Sweet Tooth"
"2086",22189,"Veggie Friendly"
"2087",20499,"Romantic"
"2088",20828,"Great Breakfasts"
"2089",20945,"Sweet Tooth"
"2090",21843,"Sweet Tooth"
"2091",21569,"Veggie Friendly"
"2092",25262,"Frozen Delights"
"2093",21369,"Hot Night Clubs"
"2094",21462,"Great Chinese"
"2095",23875,"Great Breakfasts"
"2096",21432,"Hot Night Clubs"
"2097",23673,"Great Breakfasts"
"2098",21389,"Pan-Asian Delicacies"
"2099",24598,"Great Momos"
"2100",20529,"Veggie Friendly"
"2101",21840,"Themed Restaurants"
"2102",21861,"Legendary Restaurants"
"2103",23597,"Veggie Friendly"
"2104",24892,"Sweet Tooth"
"2105",22572,"Taste of Bengal"
"2106",22107,"Sweet Tooth"
"2107",21507,"Veggie Friendly"
"2108",22351,"Brilliant Biryanis"
"2109",24806,"Beer in a Bar"
"2110",23471,"Romantic"
"2111",21561,"Super Seafood"
"2112",23655,"Pan-Asian Delicacies"
"2113",22660,"Late Night Eats"
"2114",20698,"Great Momos"
"2115",23927,"Brilliant Biryanis"
"2116",24795,"Themed Restaurants"
"2117",24624,"Hidden Gems"
"2118",25617,"Newly Opened"
"2119",20964,"Hanging Out"
"2120",21559,"Veggie Friendly"
"2121",21590,"Legendary Restaurants"
"2122",21018,"Hookah Bars"
"2123",24008,"Veggie Friendly"
"2124",21509,"Hot Night Clubs"
"2125",21876,"Beer in a Bar"
"2126",21506,"Hot Night Clubs"
"2127",21215,"Great Breakfasts"
"2128",24395,"Veggie Friendly"
"2129",25506,"Newly Opened"
"2130",24504,"European & Mediterranean"
"2131",25217,"Hookah Bars"
"2132",22077,"Mishti Mukh"
"2133",24332,"Lebanese Delights"
"2134",23396,"Hanging Out"
"2135",21211,"Legendary Restaurants"
"2136",21573,"Hookah Bars"
"2137",20942,"Late Night Eats"
"2138",21798,"Legendary Restaurants"
"2139",23511,"Hookah Bars"
"2140",20193,"European & Mediterranean"
"2141",24473,"Romantic"
"2142",21594,"Veggie Friendly"
"2143",21578,"Student Faves"
"2144",22056,"Hidden Gems"
"2145",21354,"European & Mediterranean"
"2146",21424,"Beer in a Bar"
"2147",24500,"Veggie Friendly"
"2148",22846,"Super Seafood"
"2149",21470,"Legendary Restaurants"
"2150",23342,"Lebanese Delights"
"2151",36478,"Rooftops"
"2152",48116,"Pan-Asian Delicacies"
"2153",36425,"Gourmet Pizza"
"2154",38063,"Sunday Brunches"
"2155",39262,"Late Night Eats"
"2156",37386,"Gourmet Pizza"
"2157",36873,"Sea View"
"2158",42540,"Gourmet Pizza"
"2159",40960,"Sea View"
"2160",36318,"Romantic"
"2161",39501,"Romantic"
"2162",16508780,"Romantic"
"2163",45602,"On the Outskirts"
"2164",45599,"Hidden Gems"
"2165",49651,"Beer in a Bar"
"2166",47194,"Beer in a Bar"
"2167",37459,"Delicious Dosas"
"2168",48117,"Veggie Friendly"
"2169",46404,"Kickass Burgers"
"2170",42542,"Kickass Burgers"
"2171",36416,"Sumptuous Sizzlers"
"2172",48851,"Rooftops"
"2173",38775,"Romantic"
"2174",47197,"Hot Night Clubs"
"2175",57750,"Frozen Delights"
"2176",51639,"Brilliant Biryanis"
"2177",59090,"Hot Chocolate Spots"
"2178",60018,"Street Food"
"2179",51881,"Rooftops"
"2180",52073,"Meat Cravings"
"2181",54131,"Pan-Asian Delicacies"
"2182",51575,"Pan-Asian Delicacies"
"2183",53059,"Legendary Restaurants"
"2184",54407,"Veggie Friendly"
"2185",53109,"Romantic"
"2186",50636,"Pocket Friendly"
"2187",55045,"European & Mediterranean"
"2188",56245,"Microbreweries"
"2189",56803,"Business Dining"
"2190",50742,"Romantic"
"2191",55419,"Sunday Brunches"
"2192",56876,"Great Buffets"
"2193",51674,"Great Breakfasts"
"2194",50221,"Great Coffee"
"2195",51822,"Legendary Restaurants"
"2196",51136,"Flavours of Punjab"
"2197",50961,"Pocket Friendly"
"2198",57829,"Flavours of Punjab"
"2199",52848,"Veggie Friendly"
"2200",68679,"Kickass Burgers"
"2201",65844,"Brilliant Biryanis"
"2202",70332,"Veggie Friendly"
"2203",65211,"Veggie Friendly"
"2204",65763,"Regional Favorites"
"2205",71657,"Newly Opened"
"2206",66554,"Brilliant Biryanis"
"2207",66042,"Veggie Friendly"
"2208",65419,"All-day Dining"
"2209",70684,"Sweet Tooth"
"2210",70988,"Terrific Thalis"
"2211",65732,"Super Seafood"
"2212",65766,"Pan-Asian Delicacies"
"2213",67551,"Regional Favorites"
"2214",66989,"Long Drives"
"2215",65131,"Romantic"
"2216",66418,"What's Your Poison?"
"2217",67174,"Sweet Tooth"
"2218",3506,"Legendary Restaurants"
"2219",89,"Pocket Friendly"
"2220",2775,"Business Dining"
"2221",8978,"Great Breakfasts"
"2222",2298,"Street Food"
"2223",374,"Sweet Tooth"
"2224",2760,"Microbreweries"
"2225",844,"Legendary Restaurants"
"2226",307784,"Upper Crust"
"2227",947,"Pan-Asian Delicacies"
"2228",301131,"Kickass Burgers"
"2229",306956,"Outdoor Seating"
"2230",6677,"Legendary Restaurants"
"2231",301442,"Romantic"
"2232",20274,"Veggie Friendly"
"2233",21641,"Live Sports Screenings"
"2234",21588,"Hookah Bars"
"2235",22116,"Outdoor Seating"
"2236",22391,"Great Momos"
"2237",25182,"Hookah Bars"
"2238",20754,"Veggie Friendly"
"2239",21634,"Student Faves"
"2240",22429,"Hidden Gems"
"2241",20959,"Hookah Bars"
"2242",23814,"Sweet Tooth"
"2243",20456,"Sweet Tooth"
"2244",25094,"Super Seafood"
"2245",21543,"Veggie Friendly"
"2246",21781,"Legendary Restaurants"
"2247",23274,"Hanging Out"
"2248",20841,"Romantic"
"2249",21216,"Great Chinese"
"2250",21829,"Taste of Bengal"
"2251",21353,"Dhabe di Shaan"
"2252",90699,"Veggie Friendly"
"2253",93838,"Frozen Delights"
"2254",91998,"Pan-Asian Delicacies"
"2255",93044,"Beer in a Bar"
"2256",91607,"Hidden Gems"
"2257",96148,"Frozen Delights"
"2258",90079,"Great Coffee"
"2259",91919,"Best Bakeries"
"2260",90065,"Great Coffee"
"2261",92961,"Legendary Restaurants"
"2262",93323,"Legendary Restaurants"
"2263",94803,"Veggie Friendly"
"2264",93263,"Great Italian"
"2265",96546,"Regional Favorites"
"2266",94926,"Veggie Friendly"
"2267",16508781,"European & Mediterranean"
"2268",47474,"Beer in a Bar"
"2269",39170,"Kickass Burgers"
"2270",38299,"Jain Food"
"2271",37612,"Regional Favorites"
"2272",47113,"All-day Dining"
"2273",17808570,"Newly Opened"
"2274",38418,"Romantic"
"2275",45454,"Best Cupcakes"
"2276",36294,"Sunday Brunches"
"2277",43857,"Sports Bars"
"2278",34423,"Legendary Restaurants"
"2279",49215,"Hidden Gems"
"2280",36411,"Romantic"
"2281",41297,"Sumptuous Sizzlers"
"2282",43212,"Legendary Restaurants"
"2283",45612,"Sports Bars"
"2284",36380,"Rooftops"
"2285",43273,"Great Breakfasts"
"2286",39503,"Beer in a Bar"
"2287",17846233,"Newly Opened"
"2288",53264,"Rooftops"
"2289",52002,"Legendary Restaurants"
"2290",53590,"Kickass Burgers"
"2291",51289,"Pocket Friendly"
"2292",50583,"Great Buffets"
"2293",52166,"Kickass Burgers"
"2294",53497,"Wine Bars"
"2295",58420,"Rooftops"
"2296",59446,"Pocket Friendly Bars"
"2297",50890,"Sunday Brunches"
"2298",51029,"Business Dining"
"2299",60137,"Meat Cravings"
"2300",58450,"Microbreweries"
"2301",58818,"Sweet Tooth"
"2302",58193,"Flavours of Punjab"
"2303",58848,"Sunday Brunches"
"2304",58698,"Pan-Asian Delicacies"
"2305",59865,"Rooftops"
"2306",55788,"European & Mediterranean"
"2307",54595,"Legendary Restaurants"
"2308",55260,"Regional Favorites"
"2309",51571,"Street Food"
"2310",52098,"Legendary Restaurants"
"2311",55852,"Kickass Burgers"
"2312",50661,"Great Coffee"
"2313",58499,"Mexican Magic"
"2314",66999,"Pan-Asian Delicacies"
"2315",65484,"Legendary Restaurants"
"2316",67255,"Upper Crust"
"2317",71788,"Newly Opened"
"2318",65468,"Veggie Friendly"
"2319",68530,"Barbecue & Grill"
"2320",70429,"Sweet Tooth"
"2321",71272,"Sweet Tooth"
"2322",65186,"Veggie Friendly"
"2323",70398,"Long Drives"
"2324",65528,"Street Food"
"2325",66359,"Corporate Dining"
"2326",68897,"Sunday Brunches"
"2327",67471,"Upper Crust"
"2328",67280,"Pocket Friendly"
"2329",70422,"All-day Dining"
"2330",71300,"Corporate Dining"
"2331",65384,"Great Breakfasts"
"2332",67461,"Street Food"
"2333",70624,"Veggie Friendly"
"2334",65840,"Pan-Asian Delicacies"
"2335",308833,"Brilliant Biryanis"
"2336",306133,"Upper Crust"
"2337",311104,"Romantic"
"2338",309586,"Romantic"
"2339",2742,"Legendary Restaurants"
"2340",304033,"Pan-Asian Delicacies"
"2341",302281,"Great Coffee"
"2342",305667,"Sweet Tooth"
"2343",312600,"Newly Opened"
"2344",3258,"Sunday Brunches"
"2345",3697,"Sunday Brunches"
"2346",305198,"Sweet Tooth"
"2347",307065,"Romantic"
"2348",309381,"Meat Cravings"
"2349",306946,"Kickass Burgers"
"2350",304307,"Student Faves"
"2351",24344,"Hookah Bars"
"2352",22362,"Super Seafood"
"2353",20912,"Meat Cravings"
"2354",21495,"Super Seafood"
"2355",23730,"Beer in a Bar"
"2356",22404,"Hookah Bars"
"2357",24657,"Hanging Out"
"2358",20747,"Legendary Restaurants"
"2359",21269,"Dhabe di Shaan"
"2360",21218,"Themed Restaurants"
"2361",22418,"Veggie Friendly"
"2362",23817,"Great Breakfasts"
"2363",25664,"Newly Opened"
"2364",20273,"Late Night Eats"
"2365",21346,"Great Chinese"
"2366",20235,"Great Buffets"
"2367",20647,"Outdoor Seating"
"2368",21778,"Great Momos"
"2369",20044,"Veggie Friendly"
"2370",24502,"Lebanese Delights"
"2371",23879,"Pan-Asian Delicacies"
"2372",21347,"Legendary Restaurants"
"2373",21376,"Meat Cravings"
"2374",21550,"Lebanese Delights"
"2375",93803,"Beer in a Bar"
"2376",91893,"Sunday Brunches"
"2377",91531,"Brilliant Biryanis"
"2378",90185,"Beer in a Bar"
"2379",93089,"Regional Favorites"
"2380",95638,"Pocket Friendly"
"2381",92587,"Sunday Brunches"
"2382",91765,"Sunday Brunches"
"2383",92123,"Veggie Friendly"
"2384",94248,"Regional Favorites"
"2385",95521,"Shisha Hangouts"
"2386",90804,"Sunday Brunches"
"2387",93482,"Meat Cravings"
"2388",92355,"Veggie Friendly"
"2389",92412,"Great Italian"
"2390",91670,"Pan-Asian Delicacies"
"2391",92754,"Hidden Gems"
"2392",92580,"Sunday Brunches"
"2393",90706,"Frozen Delights"
"2394",92622,"Brilliant Biryanis"
"2395",93823,"Shisha Hangouts"
"2396",47967,"Romantic"
"2397",17760281,"Newly Opened"
"2398",34182,"Veggie Friendly"
"2399",46518,"Veggie Friendly"
"2400",47978,"Kickass Burgers"
"2401",34811,"Value For Money"
"2402",47532,"Pocket Friendly"
"2403",48016,"Romantic"
"2404",48338,"Best Cupcakes"
"2405",17754523,"Beer in a Bar"
"2406",37926,"Gourmet Pizza"
"2407",16529357,"Kickass Burgers"
"2408",34269,"Late Night Eats"
"2409",36278,"Wine Bars"
"2410",16516122,"Kickass Burgers"
"2411",36142,"Hidden Gems"
"2412",43281,"Student Faves"
"2413",48097,"Beer in a Bar"
"2414",38662,"Super Seafood"
"2415",47993,"Value For Money"
"2416",38911,"Brilliant Biryanis"
"2417",48408,"Sunday Brunches"
"2418",10979,"What's Your Poison?"
"2419",6504861,"Pocket Friendly"
"2420",6503899,"What's Your Poison?"
"2421",10013,"Veggie Friendly"
"2422",10120,"Sumptuous Sizzlers"
"2423",10236,"Legendary Restaurants"
"2424",11231,"Beer in a Bar"
"2425",11167,"What's Your Poison?"
"2426",6504755,"Pocket Friendly"
"2427",11005,"Veggie Friendly"
"2428",10012,"Student Faves"
"2429",12205,"Sunday Brunches"
"2430",11817,"Late Night Eats"
"2431",13280,"Legendary Restaurants"
"2432",6506588,"Regional Favorites"
"2433",10140,"Regional Favorites"
"2434",10216,"Pocket Friendly"
"2435",10194,"Legendary Restaurants"
"2436",11282,"Regional Favorites"
"2437",13929,"Brilliant Biryanis"
"2438",11269,"Regional Favorites"
"2439",6503522,"Regional Favorites"
"2440",12036,"Brilliant Biryanis"
"2441",11801,"Sunday Brunches"
"2442",11135,"Pocket Friendly"
"2443",10220,"Brilliant Biryanis"
"2444",6504188,"Sunday Brunches"
"2445",11080,"Great Breakfasts"
"2446",11164,"Sunday Brunches"
"2447",6503689,"What's Your Poison?"
"2448",6503346,"Veggie Friendly"
"2449",6505038,"Late Night Eats"
"2450",13166,"Sweet Tooth"
"2451",13017,"Beer in a Bar"
"2452",10136,"Sumptuous Sizzlers"
"2453",11520,"Pocket Friendly"
"2454",10721,"Legendary Restaurants"
"2455",12148,"Pocket Friendly"
"2456",10719,"Romantic"
"2457",10072,"Pan-Asian Delicacies"
"2458",12245,"Super Seafood"
"2459",11159,"Legendary Restaurants"
"2460",12120,"Outdoor Seating"
"2461",10232,"Veggie Friendly"
